Stage Name,Real Name,Group,Instagram,Profile Pic,Kpopping Profile,Bio,ID
MK,Park Min-kyun,ONF,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_mk.png,https://kpopping.com/profiles/artist/858-MK,"MK was born in Anyang, South Korea. He is a member of the boy group ONF under WM Entertainment. He used to be a Starship trainee and appeared on the survival show No.Mercy. He trained for a total of 7 years before debuting. He is part of the ON Team.",939
Momo,Hirai Momo,Twice,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Momo350x400.png,https://kpopping.com/profiles/artist/42-Momo,"Momo Hirai (平井 もも Hirai Momo), known mostly as Momo (Hangul: 모모), was born on November 9, 1996 (age 21) in Kyōtanabe, Kyoto, Japan. She is the main dancer of Twice.
Momo started dancing at a very young age and decided to become a singer because of Amuro Namie and got into K-pop after watching Rain and Lee Hyori.",940
Monika,unknown,,https://www.instagram.com/official.monika_/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_1.png,https://kpopping.com/profiles/artist/6210-Monika,She was the leader and main vocal of girl group Badkiz from 2014 - 2018 and then started a career as a solo singer.,941
Moonbin,Moon Bin,Astro,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_moonbin.png,https://kpopping.com/profiles/artist/538-Moonbin,"Moon Bin (소원) is a Korean pop singer. He is a vocalist and dancer from the boy band ASTRO. His nickname is ""puppycat"", because he looks like a kitten when he's serious and looks like a puppy when he's smiling.",942
Moonbong,Song Moonbong,MASC,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_moonbong.png,https://kpopping.com/profiles/artist/1617-Moonbong,Moonbong is the youngest member in the group Masc. He joined Masc on 12 September 2017.,943
Moonbyul,Moon Byul Yi,Mamamoo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Moonbyul_Pose_moonsquare.png,https://kpopping.com/profiles/artist/114-Moonbyul,"Moonbyul is a member of the girl group MAMAMOO. Moonbyul was, alongside other 6 female idols, in “Idol Drama Operation Team” tv program. They created a 7 members girl group, called Girls Next Door , which debuted on July 14, 2017.",944
Moonhee,Choi Moon-hee,Bonusbaby,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_MOONHEE.png,https://kpopping.com/profiles/artist/2419-Moonhee,"Moonhee is member of the girl group BONUSBABY, she's a MIXNINE contestant. She is a former JYP trainee.",945
Moos,Kim Sang Bae,MADTOWN,https://www.instagram.com/m.x.x_s/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_moos.png,https://kpopping.com/profiles/artist/1491-Moos,,946
Morrie,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_morrie.png,https://kpopping.com/profiles/artist/2161-Morrie,,947
Myunghan,Baek Myunghan,High4,https://www.instagram.com/raviss.h.ant/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_myunghan(1).png,https://kpopping.com/profiles/artist/1018-Myunghan,,948
N,Cha Hak Yeon,VIXX,https://www.instagram.com/achahakyeon/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_1532778607367.png,https://kpopping.com/profiles/artist/220-N,"Cha Hak-yeon, better known by his stage name N, is a South Korean singer, actor, presenter, and radio host, signed under Jellyfish Entertainment.",949
Na Hyun,Kim Na Hyun,Sonamoo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyu(2).png,https://kpopping.com/profiles/artist/2102-Na-Hyun,,950
Naeun,Son Na Eun,Apink,https://www.instagram.com/marcellasne_/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Naeun_Pose_naeunsquare.png,https://kpopping.com/profiles/artist/99-Naeun,Son Na Eun (손나은) is a South Korean singer and actress. She is a member of the Korean pop girl group APink.,951
Naeun,Lee Na Eun,April,https://www.instagram.com/betterlee_0824/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(39).png,https://kpopping.com/profiles/artist/482-Naeun,Naeun is a member of the girl group APRIL. She is a singer.,952
Nakang,Na Kang,Vermuda,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_nakang(2).png,https://kpopping.com/profiles/artist/1162-Nakang,Nakang is a member of Vermuda. He is a former member of ZPZG. He is Highlights Gikwang's cousin.,953
Nako,Yabuki Nako,IZ*ONE,https://www.instagram.com/75_yabuki/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_yabuki_nako_by_miyu_uyen_dcpndya-pre.png,https://kpopping.com/profiles/artist/5785-Nako,"Nako is a member of Korean Girlgroup IZ*ONE and Japanese Girlgroup HKT48. She ranked #6 in Produce48 with 261,788 votes.",954
Nakyung,Lee Na-gyung,Fromis_9,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_517251.png,https://kpopping.com/profiles/artist/3013-Nakyung,"Nakyung is a member of the girl group fromis_9. She ranked 5th in Idol School with 64,001 votes.",955
Namjoo,Kim Nam Joo,Apink,https://www.instagram.com/sarangdungy/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_namjoo350x400.png,https://kpopping.com/profiles/artist/101-Namjoo,"She was part of the girl dancing crew in BEAST/B2ST‘s “Beautiful“. She is called the “Tireless Energizer“. She calls herself Beyonce. She’s good at impersonations. Namjoo acted in the drama “Investigator Alice” (2015). Namjoo had a duet with Phantom, they sang “Seoul Lonely”.Namjoo’s ideal type is a man with no double eyelids and who has a good facial expression. Someone who is pure and innocent but also sexy (a rural sexy type of guy).",956
Nana,Im Jin Ah,"After School, Orange Caramel",http://instagram.com/jin_a_nana,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Nana_Pose_nanasquare.png,https://kpopping.com/profiles/artist/63-Nana,"Im Jin-ah, better known by her stage name Nana, is a South Korean singer, actress and model. She is a member of the South Korean girl group After School and its subgroup Orange Caramel.",957
Nancy,Nancy Jewel Mcdonie,Momoland,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Nancy350x400.png,https://kpopping.com/profiles/artist/610-Nancy,"Nancy is a member of the girl group MOMOLAND and she can speak English. Since she was a child, she was an actress and model.",958
Nara,Kwon Na-ra,Hello Venus,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_nara1.png,https://kpopping.com/profiles/artist/72-Nara,"Nara (나라) is a Korean Pop singer. She is a vocalist of the
girl group HELLO VENUS. Nara acted in “Suspicious
Partner” (2017) as Ji Chang Wook’s ex-girlfriend.",959
Narachan,Jung Hyun-Woo,M.O.N.T,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Narachan_default_silhouette.png,https://kpopping.com/profiles/artist/6760-Narachan,Narachan is a member of the boy group M.O.N.T (Members Of the National Team).,960
Narsha,Park Hyo Jin,Brown Eyed Girls,https://www.instagram.com/narsha81/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Narsha_Pose_narsasquared.png,https://kpopping.com/profiles/artist/151-Narsha,Narsha is a member of the girl group Brown Eyed Girls.,961
Navi,Ahn Ji Ho,,https://www.instagram.com/navi_jiho/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_navi.png,https://kpopping.com/profiles/artist/4396-Navi,,962
Nayeon,Im Na Yeon,Twice,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Nayeon350x400.png,https://kpopping.com/profiles/artist/180-Nayeon,"Im Na-yeon (Hangul: 임나연) was born on September 22, 1995 (age 22) in Seoul, South Korea. She is the oldest member, lead vocalist and face of the group.
Nayeon secretly tried out and passed JYP Entertainment's 7th Open Audition and became a trainee on September 15, 2010. In 2013, she was cast as a member of 6mix, a JYP girl group that was planned but never debuted. Prior to Sixteen and her debut as a member of Twice, she appeared in few television advertisements and in several music videos of her label mates, including Jun. K's ""No Love"", Got7's ""Girls Girls Girls"" and miss A's ""Only You."" She also made a cameo appearance in the second episode of KBS2's 2012 Korean drama Dream High 2. In 2017, she, along with Nichkhun, starred in the music video of Jun. K's ""Your Wedding"".",963
Nayeon,Kim Nayeon,Berry Good,http://instagram.com/kim_nayeon96,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Nayeon_1.png,https://kpopping.com/profiles/artist/2032-Nayeon,Na Yeon (나연) is a Korean pop artist. She was formerly a vocalist of the group Berry Good.,964
Nayoon,Hwang Na Yoon,Good Day,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_nayoon.png,https://kpopping.com/profiles/artist/2786-Nayoon,"Nayoon is a lead vocalist and lead dancer in Good Day.
Her role model is SNSD's Taeyeon.",965
Nayoung,Lim Na Young,"IOI, Pristin",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Nayoung_Pose_tellmewhy.png,https://kpopping.com/profiles/artist/49-Nayoung,"NaYoung was a member of the girl group IOI, currently she's part of the girl group PRISTIN, she ranked 10 on Produce 101 and was the leader of IOI.",966
Nayoung,Kim Nayoung,Gugudan,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_pose(7).png,https://kpopping.com/profiles/artist/944-Nayoung,"Nayoung is a member of Jellyfish Entertainment´s first Girlgroup, Gugudan, and she
represents the number 4. She also participated in Produce101 Season 1 and ranked 14th.",967
Nayun,Kim Na Yun,Momoland,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_Untitled-2(2).png,https://kpopping.com/profiles/artist/606-Nayun,Nayun is good at acting and drawing. She is a member of the girl group MOMOLAND and is a singer.,968
NC.A,Im Soeun,UNI.T,https://www.instagram.com/love_nca/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_tumblr_n3rg7tgvcn1rcoad1o1_1280_by_yodaunnier-d7emcno_1.png,https://kpopping.com/profiles/artist/1497-NC-A,"Im Soeun or also known as NC.A who debuted as a solo
singer in Korea on August 2013 with title track ""My Student
Teacher"".",969
Neo,Min Byungcheol,Zetta,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Neo_default_silhouette.png,https://kpopping.com/profiles/artist/1783-Neo,Neo is a vocalist in rapper in the group Zetta,970
New,Choi Chan-hee,The Boyz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_newside.png,https://kpopping.com/profiles/artist/867-New,New is in charge of cooking in the group. He likes listening to music and has a tattoo of a cross on his left pinky.,971
New Sun,Choi Yoon Sun,Sonamoo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sun.png,https://kpopping.com/profiles/artist/2105-New-Sun,,972
Nichkhun,Nichkhun Buck Horvejkul,2PM,https://www.instagram.com/khunsta0624/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_nick.png,https://kpopping.com/profiles/artist/1203-Nichkhun,Nichkhun is a Thai American singer and model. He is a member of the Korean group 2PM.,973
Nicole,Nicole Yongju Jung,Kara,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Nicole_Pose_nicoleprofile.png,https://kpopping.com/profiles/artist/208-Nicole,,974
Niel,Ahn Daniel,Teen Top,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_niell.png,https://kpopping.com/profiles/artist/1461-Niel,"Member of Teen Top. He also writes and composes tracks.
Niel also debuted as solo on February 16, 2015",975
Noah,Hwang Inho,All-Star,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Noah_default_silhouette.png,https://kpopping.com/profiles/artist/6461-Noah,Noah is the vocal of Korean Duo All-Star (올스타).,976
NS Yoon-G,Kim Yoon Ji,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/NS_Yoon-G_Pose_nsyoongsquare.png,https://kpopping.com/profiles/artist/116-NS-Yoon-G,,977
Nucksal,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Nucksal_default_silhouette.png,https://kpopping.com/profiles/artist/2250-Nucksal,,978
O.V,Kim Sangchan,D-CRUNCH,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ov.png,https://kpopping.com/profiles/artist/5952-O-V,"O.V is the 3rd member revealed on June 6, 2018 of the South Korean boy group D-CRUNCH and its pre-debut sub-unit Geupsik-Dan.",979
O.V,unknown,D-CRUNCH,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/O.png,https://kpopping.com/profiles/artist/5194-O-V,,980
Oh hyuk,Oh Hyuk,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Oh_hyuk_Pose_ohhyuk.png,https://kpopping.com/profiles/artist/233-Oh-hyuk,,981
Olivia Hye,Son Hye Ju,LOONA,https://www.instagram.com/loonatheworld/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_olivia.png,https://kpopping.com/profiles/artist/2698-Olivia-Hye,"Olivia Hye is the 12th member of the upcoming girl
group LOONA. She was introduced in March this
year with her single, Egoist, but has been appearing
in Loona TV since 2017. Her color is gray and her
animal is a wolf. Her fruit is plum.",982
ONE,Jung Jae-won,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_fsg.png,https://kpopping.com/profiles/artist/879-ONE,"ONE is a solo singer under YG Ent, and debuted on July 11, 2017.",983
Onejunn,Jo Kangmin,Boys Republic,https://www.instagram.com/onejunn/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_onejunn.png,https://kpopping.com/profiles/artist/1000-Onejunn,Participated in The Unit but did not make it into the final group.,984
Onew,Lee Jinki,SHINee,https://www.instagram.com/dlstmxkakwldrl/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Onew_Pose_onewsquare.png,https://kpopping.com/profiles/artist/123-Onew,Onew is a member and leader of South Korean boy group Shinee. He's had small roles in TV dramas such as Descendants of The Sun.,985
Ooon,Jung Younghoon,Halo,https://www.instagram.com/08nnnnn/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ooonside.png,https://kpopping.com/profiles/artist/1398-Ooon,"Ooon is the leader of Halo. He is the main dancer and a sub-vocalist. He was a former Starship trainee, and was featured in a few of Sistar, K.Will, and MBLAQ's MVs.
Officially debuted in the group Halo with the song ""Fever"" in 2014. The song was written by JYJ's Jaejoon.
Official acting debut in KBS' ""Cheer up"". Also acted in ""Hwarang"".
Is the best at speaking english and doing aegyo in the group. Is very active and passionate about everything he does. Participated in ""DREAM TEAM"" and ""We are the National Representatives"" along with some idols like SNSD's Hyoyeon and Sunny,JBJ's Takada Kenta, Teen Top's Ricky and others . Was an MC many times. Collaborated with some famous singers (ex:Chungha) in different OST's.",986
P.K,unknown,MVP,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_pk.png,https://kpopping.com/profiles/artist/1071-P-K,,987
P.O.,Pyo Ji Hoon,Block B,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_po.png,https://kpopping.com/profiles/artist/547-P-O,P.O. is a member of Block B and the groups sub-unit Bastarz with fellow members U-Kwon and B-Bomb.,988
Parc Jae Jung,Park Jae Jung,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/parc_jae_jung_default_silhouette.png,https://kpopping.com/profiles/artist/5279-Parc-Jae-Jung,Parc Jae Jung is a South Korean pop ballad singer who is signed under Mystic Entertainment.,989
Peniel,Shin Dong Geun,BTOB,https://www.instagram.com/btobpeniel/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_4D9C84F0-0D33-4541-A27F-F90D19BD4E13.png,https://kpopping.com/profiles/artist/413-Peniel,Peniel is the lead rapper and vocalist of BTOB. He is also a soloist.,990
